"year","months","MaximumTemperature","MinimumTemperature","PalmerDroughtSeverityIndexPDSI","Precipitation","AverageTemperature","state"
"2018","April-June",32.67,7.78,0.01,4.68666666666667,22.09,"Mississippi"
"2018","July-September",33.17,21,-0.0466666666666667,5.26333333333333,26.85,"Mississippi"
"2018","October-December",25.61,4.33,1.13333333333333,5.86,13.13,"Mississippi"
"2019","January-March",19.11,2.56,1.74333333333333,5.73666666666667,11.11,"Mississippi"
"2019","April-June",31.39,10.89,2.10333333333333,6.64666666666667,22.17,"Mississippi"
"2019","July-September",34.28,20.44,2.62,4.17,27.3,"Mississippi"
"2019","October-December",25.11,3.17,3.09666666666667,6.13333333333333,13.26,"Mississippi"
"2020","January-March",23.28,4.72,3.55,8.15333333333333,12.83,"Mississippi"
"2020","April-June",31.17,10.78,3.34,5.77666666666667,21.35,"Mississippi"
"2020","July-September",32.94,18.89,3.65666666666667,4.74,26.22,"Mississippi"
"2020","October-December",25.11,1.78,3.16333333333333,4.27666666666667,13.93,"Mississippi"
"2021","January-March",22,1,1.80333333333333,5.52333333333333,10.11,"Mississippi"
"2021","April-June",30.89,9.67,2.66333333333333,7.16,21.07,"Mississippi"
"2021","July-September",32.44,18.06,5.10666666666667,6.50333333333333,25.98,"Mississippi"
"2021","October-December",26.28,4.28,3.99333333333333,2.64333333333333,15.46,"Mississippi"
"2022","January-March",21.56,0,1.95666666666667,5.28333333333333,10.06,"Mississippi"
"2022","April-June",33.61,10.78,1.44666666666667,4.55333333333333,22.96,"Mississippi"
"2015","January-March",13.44,-9.06,1.11,2.04333333333333,1.09,"Missouri"
"2015","April-June",28.56,7.89,1.42333333333333,6.06333333333333,18.67,"Missouri"
"2015","July-September",30.33,15.72,3.51,4.69,23.41,"Missouri"
"2015","October-December",20.89,0.67,3.69666666666667,5.71,9.81,"Missouri"
"2016","January-March",16.56,-5.72,3.58333333333333,1.63666666666667,4.52,"Missouri"
"2016","April-June",31.22,7.5,2.15,3.97333333333333,18.69,"Missouri"
"2016","July-September",31,15.89,2.85666666666667,5.85333333333333,24.17,"Missouri"
"2016","October-December",23.11,-5.06,-0.83,1.68333333333333,9.17,"Missouri"
"2017","January-March",15.11,-2.94,-1.01333333333333,2.11,6.09,"Missouri"
"2017","April-June",29.44,8.72,2.16,6.62,18.54,"Missouri"
"2017","July-September",32,14.39,1.10333333333333,3.18666666666667,23.2,"Missouri"
"2017","October-December",21.61,-4.22,-1.46333333333333,1.9,8.06,"Missouri"
"2018","January-March",12.28,-8,-1.24333333333333,3.43666666666667,2.15,"Missouri"
"2018","April-June",31.22,2.28,-1.32,3.30333333333333,18.91,"Missouri"
"2018","July-September",32,16.06,-0.44,3.89,24.06,"Missouri"
"2018","October-December",19.56,-2.22,0.793333333333333,3.70333333333333,6.44,"Missouri"
"2019","January-March",10.44,-5.06,2.14333333333333,3.61333333333333,1.65,"Missouri"
"2019","April-June",28.06,7.17,3.25,6.50666666666667,18.07,"Missouri"
"2019","July-September",30.94,17.83,4.21,4.64,24.39,"Missouri"
"2019","October-December",18.44,-1.67,4.29333333333333,3.18,6.94,"Missouri"
"2020","January-March",14.83,-3.33,4.53333333333333,4.14333333333333,4.2,"Missouri"
"2020","April-June",30,5.22,4.22333333333333,4.62666666666667,17.44,"Missouri"
"2020","July-September",31.78,13.56,3.60666666666667,3.92666666666667,23.09,"Missouri"
"2020","October-December",18.39,-3.61,2.65,2.75,8.06,"Missouri"
"2021","January-March",16.17,-9,2.39,3.23666666666667,2.2,"Missouri"
"2021","April-June",29.67,6.06,2.43333333333333,4.97333333333333,17.67,"Missouri"
"2021","July-September",31.11,15,2.35333333333333,3.38666666666667,23.98,"Missouri"
"2021","October-December",21.56,0.94,1.74,3.06,10.19,"Missouri"
"2022","January-March",14.56,-8.06,1.49333333333333,3.01,2.09,"Missouri"
"2022","April-June",30.33,5.39,1.19,4.51333333333333,18.19,"Missouri"
"2015","January-March",11.44,-9.56,0.206666666666667,1.02333333333333,-0.91,"Montana"
"2015","April-June",25.67,-1.56,-1.23666666666667,1.76,11.15,"Montana"
"2015","July-September",27.61,5.89,-2,1.39333333333333,17.3,"Montana"
"2015","October-December",15.78,-9.44,-1.96333333333333,1.45,1.04,"Montana"
"2016","January-March",9.67,-9.56,-2.38333333333333,1.04333333333333,-0.3,"Montana"
"2016","April-June",25.28,0.33,-2.36666666666667,2.32,11.56,"Montana"
"2016","July-September",27,5.89,-1.34666666666667,1.86,16.5,"Montana"
"2016","October-December",12.56,-14.78,1.63666666666667,1.83333333333333,0.3,"Montana"
"2017","January-March",8,-14.56,1.57,1.49,-3.63,"Montana"
"2017","April-June",23.78,-0.72,0.116666666666667,1.79666666666667,10.93,"Montana"
"2017","July-September",31.33,5.44,-1.95,0.966666666666667,17.83,"Montana"
"2017","October-December",12.83,-11,0.3,1.55666666666667,-0.3,"Montana"
"2018","January-March",3.61,-17.67,0.783333333333333,1.57333333333333,-6.41,"Montana"
"2018","April-June",21.89,-3.44,1.91333333333333,2.86333333333333,10.52,"Montana"
"2018","July-September",27.89,4.5,-0.41,0.966666666666667,16.35,"Montana"
"2018","October-December",11.83,-8.83,-0.35,1.25666666666667,0.15,"Montana"
"2019","January-March",2.94,-20.56,0.01,1.19666666666667,-7.59,"Montana"
"2019","April-June",22.06,-0.56,0.86,2.47,9.67,"Montana"
"2019","July-September",26.33,6.33,2.11333333333333,2.38,16.44,"Montana"
"2019","October-December",8.17,-8.33,3.44333333333333,1.09,-1.02,"Montana"
"2020","January-March",5.94,-9.67,3.49,1.12,-2.85,"Montana"
"2020","April-June",22.22,-3.61,3.14666666666667,2.35333333333333,9.67,"Montana"
"2020","July-September",28.83,5.33,0.376666666666667,0.83,17.41,"Montana"
"2020","October-December",10.67,-7.33,-0.236666666666667,1.32666666666667,0.85,"Montana"
"2021","January-March",9.5,-15.72,-1.09666666666667,0.906666666666667,-3.61,"Montana"
"2021","April-June",27.33,-2.5,-2.27333333333333,1.43666666666667,10.8,"Montana"
"2021","July-September",31.56,5.89,-4.51,1.04333333333333,18.43,"Montana"
"2021","October-December",14.39,-12.67,-4.45666666666667,1.38333333333333,0.94,"Montana"
"2022","January-March",7.5,-11.61,-4.98666666666667,0.926666666666667,-3.19,"Montana"
"2022","April-June",21.83,-4.67,-4.12,2.4,8.56,"Montana"
"2015","January-March",15.17,-10.28,1.61,0.376666666666667,0.04,"Nebraska"
"2015","April-June",27.5,2.83,1.77333333333333,4.42,14.91,"Nebraska"
"2015","July-September",30.06,12.94,3.33666666666667,2.9,21.65,"Nebraska"
"2015","October-December",19.67,-6.5,3.72,1.66,5.2,"Nebraska"
"2016","January-March",14.83,-8.67,3.82666666666667,0.783333333333333,1.65,"Nebraska"
"2016","April-June",30.78,3.11,4.79666666666667,3.93,15.63,"Nebraska"
"2016","July-September",30.33,10.94,3.87,2.77666666666667,21.3,"Nebraska"
"2016","October-December",21.17,-11.11,2.49333333333333,0.946666666666667,5.09,"Nebraska"
"2017","January-March",12.72,-9.22,2.06666666666667,1.09333333333333,1.19,"Nebraska"
"2017","April-June",29.44,3,1.55333333333333,2.93333333333333,15.07,"Nebraska"
"2017","July-September",32.44,10.72,1.33,3.22333333333333,21.26,"Nebraska"
"2017","October-December",18,-9.33,2.14666666666667,1.19666666666667,3.98,"Nebraska"
"2018","January-March",10.33,-12.11,1.57333333333333,0.843333333333333,-2.37,"Nebraska"
"2018","April-June",29.22,-2.11,1.55333333333333,3.82333333333333,15.04,"Nebraska"
"2018","July-September",29.56,12.11,3.22333333333333,3.28,21.09,"Nebraska"
"2018","October-December",15.11,-7.67,4.42333333333333,1.79333333333333,2.37,"Nebraska"
"2019","January-March",5.44,-13.89,5.13,1.26666666666667,-3.83,"Nebraska"
"2019","April-June",27,2,6.34333333333333,4.02666666666667,13.83,"Nebraska"
"2019","July-September",30.28,13.11,7.91,3.93333333333333,21.91,"Nebraska"
"2019","October-December",14.11,-6.61,7.66666666666667,1.23333333333333,2.52,"Nebraska"
"2020","January-March",11.56,-8.11,6.80666666666667,0.916666666666667,0.35,"Nebraska"
"2020","April-June",30.67,-0.78,5.25,2.44666666666667,14.89,"Nebraska"
"2020","July-September",31.11,8.78,0.886666666666666,2.02333333333333,21.48,"Nebraska"
"2020","October-December",15.72,-7.22,-1.55666666666667,0.693333333333333,4.5,"Nebraska"
"2021","January-March",12.72,-14.11,-0.476666666666667,1.79666666666667,-1.39,"Nebraska"
"2021","April-June",30.5,0.61,-0.413333333333333,2.39,15.11,"Nebraska"
"2021","July-September",31.11,11.44,-1.1,2.48333333333333,22.39,"Nebraska"
"2021","October-December",19.22,-6.5,-1.27,0.866666666666667,6.22,"Nebraska"
"2022","January-March",11.11,-11.28,-2.34333333333333,0.41,-1.04,"Nebraska"
"2022","April-June",29.72,-0.44,-3.46666666666667,2.35666666666667,14.87,"Nebraska"
"2015","January-March",16.56,-3.11,-4.83333333333333,0.486666666666667,5.94,"Nevada"
"2015","April-June",30.39,0.61,-5.77333333333333,1.12333333333333,14.48,"Nevada"
"2015","July-September",31.28,10.06,-5.52333333333333,0.683333333333333,21.02,"Nevada"
"2015","October-December",20.33,-6.22,1.11333333333333,1.48666666666667,4.98,"Nevada"
"2016","January-March",13.5,-5.72,0.313333333333333,1.07,3.2,"Nevada"
"2016","April-June",30,3,-0.223333333333333,1.00333333333333,14.61,"Nevada"
"2016","July-September",32.56,8.17,-1.20333333333333,0.376666666666667,20.76,"Nevada"
"2016","October-December",19.17,-6.83,-0.39,1.26666666666667,5.72,"Nevada"
"2017","January-March",14.83,-6.56,2.53,1.85,3.13,"Nevada"
"2017","April-June",29.28,1.28,2.28333333333333,0.726666666666667,14.22,"Nevada"
"2017","July-September",33.5,8.5,1.87333333333333,0.733333333333333,21.35,"Nevada"
"2017","October-December",19,-5.89,-1.08666666666667,0.413333333333333,6.22,"Nevada"
"2018","January-March",10.67,-6.11,-2.52,1,2.91,"Nevada"
"2018","April-June",29,2.28,-3.03666666666667,0.823333333333333,14.72,"Nevada"
"2018","July-September",33.78,8.89,-4.54333333333333,0.32,22.07,"Nevada"
"2018","October-December",17.44,-5.39,0.163333333333333,0.946666666666667,4.76,"Nevada"
"2019","January-March",10.39,-6.28,1.23,1.94333333333333,1.52,"Nevada"
"2019","April-June",26.44,3.06,3.53,1.39,12.98,"Nevada"
"2019","July-September",32.11,8.22,1.48,0.416666666666667,20.67,"Nevada"
"2019","October-December",16.39,-4.06,-0.36,0.853333333333333,4.56,"Nevada"
"2020","January-March",11.11,-5.17,-0.963333333333333,0.776666666666667,2.98,"Nevada"
"2020","April-June",27,1.78,-2.07,0.623333333333333,14.19,"Nevada"
"2020","July-September",33.33,9.72,-3.92333333333333,0.0966666666666667,22.3,"Nevada"
"2020","October-December",22.28,-6.56,-4.69333333333333,0.456666666666667,5.96,"Nevada"
"2021","January-March",11.11,-5.06,-4.34666666666667,0.89,2.31,"Nevada"
"2021","April-June",31.56,1.22,-5.09,0.423333333333333,15.41,"Nevada"
"2021","July-September",33.83,9.44,-6.03333333333333,0.45,22.2,"Nevada"
"2021","October-December",16.89,-5.39,-4.08666666666667,1.43,5.78,"Nevada"
"2022","January-March",13.39,-5.89,-4.19333333333333,0.336666666666667,2.98,"Nevada"
"2022","April-June",28.11,0.5,-5.19333333333333,0.396666666666667,13.44,"Nevada"
"2015","January-March",1.94,-20,-0.43,2.47333333333333,-9.17,"New Hampshire"
"2015","April-June",23.06,-1.56,-0.72,4.03,11.8,"New Hampshire"
"2015","July-September",26.06,10,1.04333333333333,4.22,18.74,"New Hampshire"
"2015","October-December",13.61,-2.22,0.133333333333333,3.94666666666667,4.44,"New Hampshire"
"2016","January-March",7.56,-9.83,0.03,3.38333333333333,-2.28,"New Hampshire"
"2016","April-June",24.17,-2.67,-1.11,2.61666666666667,11.41,"New Hampshire"
"2016","July-September",27.11,8.94,-2.05666666666667,3.24666666666667,18.74,"New Hampshire"
"2016","October-December",14.44,-9.33,-1.58,3.94333333333333,2.65,"New Hampshire"
"2017","January-March",2.56,-9.11,-0.173333333333333,3.01666666666667,-3.39,"New Hampshire"
"2017","April-June",23.5,1.5,0.956666666666667,5.42333333333333,11.96,"New Hampshire"
"2017","July-September",25.33,10.5,1.23,3.50333333333333,17.93,"New Hampshire"
"2017","October-December",18.56,-11.39,0.143333333333333,4.44666666666667,2.24,"New Hampshire"
"2018","January-March",4,-12.83,0.353333333333333,3.44333333333333,-3.78,"New Hampshire"
"2018","April-June",23.28,-2.17,-0.463333333333333,3.35333333333333,11.24,"New Hampshire"
"2018","July-September",27.83,10.67,0.696666666666667,5.20666666666667,19.3,"New Hampshire"
"2018","October-December",11.61,-9.06,2.36333333333333,5.26333333333333,0.91,"New Hampshire"
"2019","January-March",3.83,-13.22,2.57666666666667,3.35666666666667,-5.48,"New Hampshire"
"2019","April-June",23.17,0,2.67333333333333,5.19,10.98,"New Hampshire"
"2019","July-September",27.94,7.44,2.06333333333333,3.34666666666667,18,"New Hampshire"
"2019","October-December",14.11,-8.72,1.99666666666667,4.85666666666667,1.5,"New Hampshire"
"2020","January-March",6.83,-9.83,1.57333333333333,3.05666666666667,-2.3,"New Hampshire"
"2020","April-June",24.89,-1.39,0.0766666666666666,3.32666666666667,11.3,"New Hampshire"
"2020","July-September",27.72,7.61,-1.74666666666667,2.98333333333333,18.54,"New Hampshire"
"2020","October-December",13.83,-6.67,-1.82333333333333,4.56666666666667,3.24,"New Hampshire"
"2021","January-March",7.11,-11.44,-1.91666666666667,2.21333333333333,-3.7,"New Hampshire"
"2021","April-June",25.78,0.22,-2.41666666666667,3.05,12.7,"New Hampshire"
"2021","July-September",26.11,9.94,2.59666666666667,6.30333333333333,18.37,"New Hampshire"
"2021","October-December",16.06,-6.06,0.553333333333333,3.75666666666667,3.89,"New Hampshire"
"2022","January-March",5.72,-15.67,-0.486666666666667,3.17333333333333,-4.76,"New Hampshire"
"2022","April-June",23.06,-0.11,-0.563333333333333,3.39,12.15,"New Hampshire"
"2015","January-March",7.67,-10.94,0.696666666666667,3.72,-1.83,"New Jersey"
"2015","April-June",26.56,4.5,-0.18,4,17.02,"New Jersey"
"2015","July-September",29.89,15.44,-0.75,3.18,23,"New Jersey"
"2015","October-December",18.56,4.22,-1.33,3.72,10.41,"New Jersey"
"2016","January-March",14.5,-5.56,-1.24333333333333,3.04666666666667,3.41,"New Jersey"
"2016","April-June",27.89,3.67,-1.94,3.15,15.83,"New Jersey"
"2016","July-September",30.83,15.06,-1.8,4.16666666666667,23.67,"New Jersey"
"2016","October-December",19.56,-2.28,-2.78,2.83333333333333,8.09,"New Jersey"
"2017","January-March",10.28,-1.56,-2.8,3.13666666666667,3.61,"New Jersey"
"2017","April-June",27.39,7.22,-0.446666666666667,4.55,16.72,"New Jersey"
"2017","July-September",29.44,14.61,0.62,4.57666666666667,22.09,"New Jersey"
"2017","October-December",21.72,-3.78,-0.603333333333333,2.71,7.78,"New Jersey"
"2018","January-March",9.22,-6.94,0.46,4.48,2.02,"New Jersey"
"2018","April-June",26.89,2.83,1.52333333333333,4.42333333333333,16.17,"New Jersey"
"2018","July-September",30.39,17.11,1.96333333333333,6.34666666666667,23.56,"New Jersey"
"2018","October-December",18.39,-1.17,4.00666666666667,6.33666666666667,7.54,"New Jersey"
"2019","January-March",9.72,-5.17,4.25333333333333,3.86333333333333,1.8,"New Jersey"
"2019","April-June",27.28,6.67,3.61333333333333,5.29,17.07,"New Jersey"
"2019","July-September",31.28,14.33,0.953333333333333,3.70666666666667,23.24,"New Jersey"
"2019","October-December",19.67,-2.06,0.48,4.32333333333333,7.39,"New Jersey"
"2020","January-March",13.39,-1.83,-0.716666666666667,2.89666666666667,4.94,"New Jersey"
"2020","April-June",28.11,3.72,-1.08,3.16666666666667,15.43,"New Jersey"
"2020","July-September",31.5,13.83,0.656666666666667,5.73,23.17,"New Jersey"
"2020","October-December",19,-1.89,1.54666666666667,4.82333333333333,8.74,"New Jersey"
"2021","January-March",12.78,-3.94,0.893333333333333,3.47666666666667,2.56,"New Jersey"
"2021","April-June",28.06,4.89,-0.866666666666667,3.18666666666667,16.52,"New Jersey"
"2021","July-September",29.72,15,1.61666666666667,6.85,23,"New Jersey"
"2021","October-December",21.11,0.5,0.123333333333333,2.44333333333333,9.22,"New Jersey"
"2022","January-March",12.33,-7.06,-1.56666666666667,2.90333333333333,2.15,"New Jersey"
"2022","April-June",27.11,4.61,-1.02666666666667,4.56,16.28,"New Jersey"
"2015","January-March",17.06,-4.78,0.6,0.946666666666667,5.3,"New Mexico"
"2015","April-June",30.5,2.61,1.05666666666667,1.61666666666667,16,"New Mexico"
"2015","July-September",31.17,12.39,1.73666666666667,2.28333333333333,22.13,"New Mexico"
"2015","October-December",21.39,-5.39,2.10666666666667,1.59666666666667,7.56,"New Mexico"
"2016","January-March",18.44,-6.06,-0.74,0.29,5.3,"New Mexico"
"2016","April-June",31.83,2.67,-1.50333333333333,1.00333333333333,16.43,"New Mexico"
"2016","July-September",33.83,11.06,-2.07,2.09666666666667,21.65,"New Mexico"
"2016","October-December",24.44,-4.17,-0.483333333333333,0.923333333333333,8.91,"New Mexico"
"2017","January-March",20.28,-3.72,0.00999999999999997,0.933333333333333,6.83,"New Mexico"
"2017","April-June",32.17,3.17,-1.20333333333333,0.886666666666667,16.78,"New Mexico"
"2017","July-September",31.72,11,0.536666666666667,2.68333333333333,21.44,"New Mexico"
"2017","October-December",22.39,-5.06,-0.993333333333333,0.43,9.13,"New Mexico"
"2018","January-March",17.28,-6.5,-2.56333333333333,0.39,5.46,"New Mexico"
"2018","April-June",32.89,3.22,-4.48333333333333,0.496666666666667,18.31,"New Mexico"
"2018","July-September",31.89,11.22,-4.64,2.06,22.04,"New Mexico"
"2018","October-December",18.72,-5,-2.48333333333333,1.29333333333333,6.43,"New Mexico"
"2019","January-March",15.44,-5.22,-1.80666666666667,0.73,4.31,"New Mexico"
"2019","April-June",29.94,3.5,-1.13,0.896666666666667,15.81,"New Mexico"
"2019","July-September",32.78,12.61,-2.49333333333333,1.59333333333333,22.93,"New Mexico"
"2019","October-December",20.11,-4.17,-1.62666666666667,1.24,6.83,"New Mexico"
"2020","January-March",16.33,-4.72,-0.95,0.843333333333333,5.11,"New Mexico"
"2020","April-June",31.89,3.17,-1.77333333333333,0.283333333333333,17.7,"New Mexico"
"2020","July-September",33.44,9.33,-3.86,1.23666666666667,22.56,"New Mexico"
"2020","October-December",23.67,-6.83,-4.77,0.42,7.98,"New Mexico"
"2021","January-March",15.78,-6.22,-4.27333333333333,0.483333333333333,3.89,"New Mexico"
"2021","April-June",31.56,2.89,-4.15,1.05333333333333,17.22,"New Mexico"
"2021","July-September",30.11,11.78,-3.19333333333333,2.18666666666667,21.8,"New Mexico"
"2021","October-December",21.94,-2.56,-3.91333333333333,0.4,9.09,"New Mexico"
"2022","January-March",16.06,-7.28,-4.11666666666667,0.39,3.56,"New Mexico"
"2022","April-June",30.61,3.22,-5.08,0.903333333333333,17.89,"New Mexico"
"2015","January-March",2.11,-18.78,-0.876666666666667,1.98333333333333,-8.35,"New York"
"2015","April-June",23.44,0.06,-0.54,4.48666666666667,13.2,"New York"
"2015","July-September",26.11,11.94,-0.0533333333333333,3.80666666666667,19.37,"New York"
"2015","October-December",14.22,0,-0.316666666666667,3.27,6.2,"New York"
"2016","January-March",9.17,-9.22,-0.25,2.74,-1.46,"New York"
"2016","April-June",24.61,-1.39,-1.47,2.65333333333333,12.06,"New York"
"2016","July-September",27.67,10.5,-2.08333333333333,3.47666666666667,20.04,"New York"
"2016","October-December",15.56,-6.44,0.07,3.85333333333333,4.13,"New York"
"2017","January-March",4.28,-7.39,0.703333333333333,3.28,-1.72,"New York"
"2017","April-June",23.67,3.28,2.03,5.18333333333333,13.09,"New York"
"2017","July-September",25.44,10.56,2.74666666666667,3.70666666666667,18.52,"New York"
"2017","October-December",18.72,-9.33,2.09666666666667,3.62333333333333,3.26,"New York"
"2018","January-March",3.78,-12.5,1.87,3.21,-3.26,"New York"
"2018","April-June",23.56,-2.06,1.53666666666667,3.3,12.07,"New York"
"2018","July-September",28.17,12.5,1.61,5.03666666666667,20.22,"New York"
"2018","October-December",13.17,-6,3.38666666666667,4.64666666666667,2.5,"New York"
"2019","January-March",4.22,-12.17,3.58333333333333,3.03333333333333,-4.24,"New York"
"2019","April-June",23.39,1,3.48333333333333,4.89666666666667,12.15,"New York"
"2019","July-September",27.67,9.5,3,3.46333333333333,18.87,"New York"
"2019","October-December",15.5,-6.94,3.46,4.68,2.65,"New York"
"2020","January-March",8.22,-7.44,1.98,2.9,-0.83,"New York"
"2020","April-June",25.06,-0.28,-0.66,2.85333333333333,11.94,"New York"
"2020","July-September",28.72,9.11,-1.14,3.76333333333333,19.46,"New York"
"2020","October-December",14.56,-5,-1.37666666666667,3.57666666666667,4.57,"New York"
"2021","January-March",8.22,-10.44,-1.64,2.04666666666667,-2.81,"New York"
"2021","April-June",25.78,1.44,-2.11666666666667,3.28666666666667,13.24,"New York"
"2021","July-September",26.67,11.11,2.95,6.11666666666667,19.22,"New York"
"2021","October-December",17.28,-3.61,3.82333333333333,3.96666666666667,5.3,"New York"
"2022","January-March",6.67,-15,2.65,2.98666666666667,-4.22,"New York"
"2022","April-June",23.89,0.78,2.47333333333333,3.85333333333333,12.98,"New York"
"2015","January-March",16.83,-4.39,0.316666666666667,3.62666666666667,5.37,"North Carolina"
"2015","April-June",31.06,9.28,-0.513333333333333,4.05666666666667,20.35,"North Carolina"
"2015","July-September",31.33,16.89,-0.95,4.56333333333333,24.11,"North Carolina"
"2015","October-December",21.5,6.83,2.49333333333333,7.19333333333333,13.54,"North Carolina"
"2016","January-March",20.17,-2,1.62333333333333,3.58333333333333,7.74,"North Carolina"
"2016","April-June",30.22,7.83,-0.84,4.22333333333333,19.22,"North Carolina"
"2016","July-September",32.44,18.11,-0.463333333333333,5.75333333333333,25.48,"North Carolina"
"2016","October-December",23.78,1.06,-0.0133333333333333,3.31,11.65,"North Carolina"
"2017","January-March",17.78,2.11,-1.63,2.93,9.28,"North Carolina"
"2017","April-June",28.89,11.5,1.37333333333333,5.71666666666667,20.26,"North Carolina"
"2017","July-September",31.5,15.67,-0.45,4.5,23.89,"North Carolina"
"2017","October-December",23.61,0.28,-0.796666666666667,2.84,11.02,"North Carolina"
"2018","January-March",16.89,-4.33,-0.773333333333333,3.66,7.06,"North Carolina"
"2018","April-June",30.67,6.28,1.18333333333333,5.31,20.09,"North Carolina"
"2018","July-September",30.61,19.67,2.04333333333333,7.79,24.94,"North Carolina"
"2018","October-December",22.61,2.06,4.53666666666667,6.02333333333333,11.09,"North Carolina"
"2019","January-March",15.72,0.11,4.44,4.02,7.94,"North Carolina"
"2019","April-June",29.11,9.78,0.776666666666667,4.43,20.65,"North Carolina"
"2019","July-September",32,17.67,-1.31666666666667,4.32666666666667,24.98,"North Carolina"
"2019","October-December",24.11,2.17,0.226666666666667,4.27,11.59,"North Carolina"
"2020","January-March",18.94,2.33,0.9,4.89666666666667,9.8,"North Carolina"
"2020","April-June",28.06,7.22,2.45666666666667,5.99333333333333,18.19,"North Carolina"
"2020","July-September",32.17,16,2.84333333333333,6.32333333333333,24.22,"North Carolina"
"2020","October-December",23.17,-0.33,4.06,4.97,11.85,"North Carolina"
"2021","January-March",18.22,-0.33,2.92,5.1,7.37,"North Carolina"
"2021","April-June",28.67,7.28,-0.52,3.55666666666667,18.81,"North Carolina"
"2021","July-September",30.72,15.33,0.576666666666667,5.05,23.94,"North Carolina"
"2021","October-December",23.83,1.67,-0.976666666666667,2.16,12.41,"North Carolina"
"2022","January-March",19,-2.28,-1.32,3.91333333333333,7.81,"North Carolina"
"2022","April-June",30.39,7.72,-1.71333333333333,3.27,19.8,"North Carolina"
"2015","January-March",7.17,-19.33,-0.36,0.436666666666667,-7.15,"North Dakota"
"2015","April-June",25,-0.89,0.44,2.74,12.19,"North Dakota"
"2015","July-September",27.94,8.89,0.153333333333333,1.93666666666667,19.24,"North Dakota"
"2015","October-December",15.39,-10.33,-0.533333333333333,0.793333333333333,1,"North Dakota"
"2016","January-March",8.94,-14.22,-1.03333333333333,0.38,-3.61,"North Dakota"
"2016","April-June",25.89,-1.11,-1.06,2.48333333333333,12.67,"North Dakota"
"2016","July-September",27.56,8.33,1.28333333333333,3.27333333333333,18.5,"North Dakota"
"2016","October-December",13.61,-16.33,1.75666666666667,1.14666666666667,-0.07,"North Dakota"
"2017","January-March",2.94,-15.61,-0.05,0.45,-6.83,"North Dakota"
"2017","April-June",25.72,-0.89,-1.48666666666667,1.39333333333333,12.28,"North Dakota"
"2017","July-September",30.39,7.67,-2.93333333333333,2.16666666666667,18.46,"North Dakota"
"2017","October-December",14.5,-14.11,-2.77666666666667,0.32,-1.67,"North Dakota"
"2018","January-March",0.72,-20.78,-2.66333333333333,0.656666666666667,-10.02,"North Dakota"
"2018","April-June",26.39,-5.78,-2.47,2.33333333333333,12.02,"North Dakota"
"2018","July-September",27.83,6.11,-1.59666666666667,1.99666666666667,17.76,"North Dakota"
"2018","October-December",9.89,-10.83,0.69,0.936666666666667,-2.44,"North Dakota"
"2019","January-March",-0.89,-24.11,1.06,0.646666666666667,-12.65,"North Dakota"
"2019","April-June",24.78,-0.78,0.993333333333333,2.17333333333333,11,"North Dakota"
"2019","July-September",27.28,8.83,2.90333333333333,4.05,17.98,"North Dakota"
"2019","October-December",7.94,-13.67,6.36333333333333,1.26,-3,"North Dakota"
"2020","January-March",4.5,-15.17,5.83666666666667,0.263333333333333,-6.57,"North Dakota"
"2020","April-June",26.89,-4,4.39333333333333,1.55666666666667,11.3,"North Dakota"
"2020","July-September",28.33,6.28,2.60666666666667,2.18333333333333,18.63,"North Dakota"
"2020","October-December",8.94,-10.61,-1.04,0.303333333333333,-0.56,"North Dakota"
"2021","January-March",9.78,-20.28,-2.03,0.183333333333333,-6.17,"North Dakota"
"2021","April-June",28.94,-2.83,-3.76666666666667,1.74,12.35,"North Dakota"
"2021","July-September",30.94,8.56,-5.63333333333333,1.73,20.15,"North Dakota"
"2021","October-December",15.33,-15.5,1.48333333333333,1.55333333333333,-0.17,"North Dakota"
"2022","January-March",2.89,-19.28,1.19333333333333,0.333333333333333,-9.44,"North Dakota"
"2022","April-June",25.11,-4.11,3.48,3.39,10.2,"North Dakota"
"2015","January-March",7.67,-13.83,1.34,2.48333333333333,-3.41,"Ohio"
"2015","April-June",26.22,4.44,1.64333333333333,5.31666666666667,16.72,"Ohio"
"2015","July-September",27.67,13.78,0.763333333333333,3.43666666666667,21.13,"Ohio"
"2015","October-December",18.33,2.06,-0.0566666666666667,3.1,9.15,"Ohio"
"2016","January-March",13.56,-7.44,0.01,2.86333333333333,2.09,"Ohio"
"2016","April-June",28.33,3.33,-0.32,3.36333333333333,15.76,"Ohio"
"2016","July-September",30.06,14.11,-0.946666666666667,3.71666666666667,22.96,"Ohio"
"2016","October-December",20.33,-4.33,-1.51333333333333,2.52,7.13,"Ohio"
"2017","January-March",10.17,-2.5,0.476666666666667,3.53,3.61,"Ohio"
"2017","April-June",27.22,7.06,0.893333333333333,4.65666666666667,16.72,"Ohio"
"2017","July-September",28.33,12.39,1.74666666666667,3.49333333333333,20.83,"Ohio"
"2017","October-December",20.06,-6.11,1.96666666666667,3.49,6,"Ohio"
"2018","January-March",7.56,-8.72,2.52,3.67,0.37,"Ohio"
"2018","April-June",27.39,1.28,2.89666666666667,4.71,16.39,"Ohio"
"2018","July-September",29.17,15.83,2.88333333333333,4.84,22.41,"Ohio"
"2018","October-December",17.89,-2.22,4.69333333333333,3.75666666666667,5.7,"Ohio"
"2019","January-March",8.06,-6.78,5.35333333333333,3.88333333333333,0.22,"Ohio"
"2019","April-June",26,5.11,5.1,5.29666666666667,16.28,"Ohio"
