"year","months","MaximumTemperature","MinimumTemperature","PalmerDroughtSeverityIndexPDSI","Precipitation","AverageTemperature","state"
"2020","October-December",21,-1.83,5.13666666666667,5.11666666666667,9.76,"Virginia"
"2021","January-March",16.11,-2.22,3.32666666666667,3.83666666666667,4.78,"Virginia"
"2021","April-June",28.22,5.72,-0.91,3.00666666666667,17.35,"Virginia"
"2021","July-September",30.39,14.17,-0.546666666666667,4.94333333333333,23.11,"Virginia"
"2021","October-December",22.39,0.22,-1.14333333333333,1.83333333333333,10.54,"Virginia"
"2022","January-March",16.44,-4.94,-1.45,3.58,4.94,"Virginia"
"2022","April-June",28.78,5.78,-1.29333333333333,3.85333333333333,17.87,"Virginia"
"2015","January-March",12.78,-1.33,-0.853333333333333,4.52666666666667,4.56,"Washington"
"2015","April-June",26.22,1.22,-2.04333333333333,1.26666666666667,13.19,"Washington"
"2015","July-September",27.89,6.94,-3.7,1.08333333333333,17.67,"Washington"
"2015","October-December",16.78,-2.67,-0.396666666666667,7.54,4.54,"Washington"
"2016","January-March",10.22,-2.17,1.99333333333333,6.29666666666667,3.31,"Washington"
"2016","April-June",22.33,4.33,-1.29333333333333,1.65666666666667,13.07,"Washington"
"2016","July-September",26.5,7.11,-1.92666666666667,1.06333333333333,16.65,"Washington"
"2016","October-December",12.44,-6.56,2.01666666666667,7.36333333333333,3.8,"Washington"
"2017","January-March",7.94,-7.39,1.67666666666667,6.44666666666667,-0.17,"Washington"
"2017","April-June",21.94,1.78,1.15666666666667,2.95,11.37,"Washington"
"2017","July-September",28.39,8.72,-1.5,0.51,18.43,"Washington"
"2017","October-December",13.56,-4.11,0.35,6.33666666666667,3.3,"Washington"
"2018","January-March",8.83,-3.89,-0.256666666666667,5.14,1.96,"Washington"
"2018","April-June",21.06,2.06,-0.27,2.63666666666667,12.06,"Washington"
"2018","July-September",27.78,7,-2.44666666666667,0.703333333333333,17.37,"Washington"
"2018","October-December",14.17,-2.39,-2.43333333333333,5.29333333333333,4.28,"Washington"
"2019","January-March",8.11,-7.44,-2.71,3.33666666666667,-0.06,"Washington"
"2019","April-June",22,2.72,-2.80666666666667,2.12333333333333,12.11,"Washington"
"2019","July-September",26.22,8.72,-2.73,1.82333333333333,16.91,"Washington"
"2019","October-December",11.28,-1.56,-2.35333333333333,3.74,3.31,"Washington"
"2020","January-March",8.78,-2.61,0.6,6.09,2.24,"Washington"
"2020","April-June",20.33,1.44,0.0166666666666667,2.42666666666667,11.33,"Washington"
"2020","July-September",26.39,9.5,0.436666666666667,1.08333333333333,17.72,"Washington"
"2020","October-December",14.44,-2.11,0.193333333333333,5.48333333333333,4.39,"Washington"
"2021","January-March",10,-3.83,0.09,5.18,1.78,"Washington"
"2021","April-June",25.44,1.22,-2.12666666666667,1.21,12.61,"Washington"
"2021","July-September",28.83,7.94,-2.40333333333333,1.28666666666667,18.07,"Washington"
"2021","October-December",13.11,-4.5,1.33,6.95333333333333,3.69,"Washington"
"2022","January-March",10.06,-3.67,0.78,4.40666666666667,1.89,"Washington"
"2022","April-June",20.28,-0.44,2.00666666666667,4.03333333333333,9.44,"Washington"
"2015","January-March",10.78,-11,0.376666666666667,3.50333333333333,-0.8,"West Virginia"
"2015","April-June",27.06,4.72,1.22666666666667,5.04333333333333,17.09,"West Virginia"
"2015","July-September",27.78,13.39,0.403333333333333,4.40666666666667,20.94,"West Virginia"
"2015","October-December",18.44,2.61,-0.466666666666667,3.25333333333333,9.74,"West Virginia"
"2016","January-March",15.94,-8.11,-0.73,2.93,2.78,"West Virginia"
"2016","April-June",27.44,3.94,0.27,5.06,15.93,"West Virginia"
"2016","July-September",29.61,13.56,-0.45,3.80666666666667,22.63,"West Virginia"
"2016","October-December",20.61,-2.67,-0.673333333333333,3.32333333333333,7.87,"West Virginia"
"2017","January-March",11.89,-1,0.0566666666666666,3.62,4.8,"West Virginia"
"2017","April-June",26.5,7.28,0.606666666666667,5.07,16.7,"West Virginia"
"2017","July-September",28.39,12,0.21,3.82333333333333,20.43,"West Virginia"
"2017","October-December",21.11,-4.56,-0.0166666666666667,3.15666666666667,6.98,"West Virginia"
"2018","January-March",10.94,-8.44,0.826666666666667,4.64333333333333,1.98,"West Virginia"
"2018","April-June",27,2,2.44333333333333,5.78333333333333,16.59,"West Virginia"
"2018","July-September",28.83,16.17,3.74666666666667,6.69666666666667,22.09,"West Virginia"
"2018","October-December",18.39,-1.94,5.92666666666667,4.57666666666667,6.67,"West Virginia"
"2019","January-March",10.67,-4.33,5.69,3.98666666666667,2.7,"West Virginia"
"2019","April-June",25.72,5.72,4.25666666666667,4.81666666666667,17.04,"West Virginia"
"2019","July-September",29.61,13.56,2.59,3.03,22.19,"West Virginia"
"2019","October-December",21,-2.22,1.5,4.24666666666667,7.31,"West Virginia"
"2020","January-March",14.72,-2,1.95666666666667,4.32,5.02,"West Virginia"
"2020","April-June",26.44,3.06,3.41666666666667,5.83,14.59,"West Virginia"
"2020","July-September",30.78,11.89,2.96,4.36,21.54,"West Virginia"
"2020","October-December",19.22,-3.33,2.53666666666667,3.41333333333333,7.63,"West Virginia"
"2021","January-March",15.44,-4.61,1.35666666666667,3.56666666666667,2.59,"West Virginia"
"2021","April-June",27,3.61,-0.456666666666667,3.76,15.41,"West Virginia"
"2021","July-September",29.11,12.5,0.126666666666667,4.47,21.43,"West Virginia"
"2021","October-December",20.78,-1.22,-0.203333333333333,2.39666666666667,8.69,"West Virginia"
"2022","January-March",14.22,-7.89,0.37,3.88333333333333,2.09,"West Virginia"
"2022","April-June",27.33,3.44,0.0766666666666667,4.54333333333333,16.04,"West Virginia"
"2015","January-March",5.72,-19.28,1.79,0.56,-7.85,"Wisconsin"
"2015","April-June",23.89,0.33,1.28333333333333,4.01,12.85,"Wisconsin"
"2015","July-September",26.5,12.28,1.26666666666667,3.92333333333333,19.11,"Wisconsin"
"2015","October-December",15,-3.11,2.35,3.46666666666667,4.37,"Wisconsin"
"2016","January-March",7.78,-13,3.31333333333333,1.86333333333333,-3.78,"Wisconsin"
"2016","April-June",25.17,0.33,2.78333333333333,3.54333333333333,12.74,"Wisconsin"
"2016","July-September",27,11.72,3.73333333333333,5.46666666666667,19.63,"Wisconsin"
"2016","October-December",15.72,-10.22,3.94,2.25666666666667,2.94,"Wisconsin"
"2017","January-March",4.06,-10.83,4.03,1.78666666666667,-3.44,"Wisconsin"
"2017","April-June",25.11,1.83,4.69666666666667,5.15666666666667,12.83,"Wisconsin"
"2017","July-September",26.72,10.33,4.53333333333333,3.48666666666667,18.37,"Wisconsin"
"2017","October-December",15.33,-12.33,3.64,2.09333333333333,0.5,"Wisconsin"
"2018","January-March",4.56,-14.72,2.82666666666667,1.21,-6.48,"Wisconsin"
"2018","April-June",25,-5.44,2.65,4.22333333333333,12.22,"Wisconsin"
"2018","July-September",27.44,10.67,2.92666666666667,4.9,19.17,"Wisconsin"
"2018","October-December",11.17,-7.39,4.85,2.91333333333333,0,"Wisconsin"
"2019","January-March",2.78,-15.78,4.92333333333333,1.96333333333333,-8.09,"Wisconsin"
"2019","April-June",24,0,5.22,4.39666666666667,11.44,"Wisconsin"
"2019","July-September",27.83,11.67,5.28,5.3,19.06,"Wisconsin"
"2019","October-December",11.94,-9,6.61666666666667,3.19,0.13,"Wisconsin"
"2020","January-March",5.94,-13.11,5.82,1.68666666666667,-3.89,"Wisconsin"
"2020","April-June",25.89,-1.28,4.81333333333333,3.74666666666667,12.09,"Wisconsin"
"2020","July-September",28.22,8.44,4.42,4.01666666666667,18.8,"Wisconsin"
"2020","October-December",10.22,-8.61,2.62666666666667,1.94666666666667,1.5,"Wisconsin"
"2021","January-March",8.78,-17.5,-0.29,1.19666666666667,-5.19,"Wisconsin"
"2021","April-June",27.44,1.17,-0.85,3.08333333333333,13.56,"Wisconsin"
"2021","July-September",27.17,9.44,0.216666666666667,3.96333333333333,19.22,"Wisconsin"
"2021","October-December",17.22,-8.56,-1.35666666666667,1.72333333333333,3.02,"Wisconsin"
"2022","January-March",3.78,-18.5,-0.683333333333333,1.44333333333333,-7.85,"Wisconsin"
"2022","April-June",25.28,-1.06,0.813333333333333,3.43333333333333,12.15,"Wisconsin"
"2015","January-March",10.72,-9.5,-0.496666666666667,0.713333333333333,-0.8,"Wyoming"
"2015","April-June",25.22,-2.17,0.56,2.72666666666667,10.24,"Wyoming"
"2015","July-September",26.67,6.39,0.38,1.02666666666667,16.96,"Wyoming"
"2015","October-December",16.39,-11.61,-0.916666666666667,1.10333333333333,0.61,"Wyoming"
"2016","January-March",8.06,-10.72,-0.646666666666667,1.22,-1.61,"Wyoming"
"2016","April-June",26.83,-1,0.0666666666666667,1.88,10.65,"Wyoming"
"2016","July-September",28.28,5.28,-1.04666666666667,1.17,16.61,"Wyoming"
"2016","October-December",15.33,-14.67,0.47,1.49,0.81,"Wyoming"
"2017","January-March",9.83,-14.39,1.82,1.85333333333333,-2.43,"Wyoming"
"2017","April-June",23.94,-2.22,0.726666666666667,1.89666666666667,9.87,"Wyoming"
"2017","July-September",29.33,4.83,-0.626666666666667,1.37333333333333,16.78,"Wyoming"
"2017","October-December",12.67,-10.61,0.516666666666667,1.09666666666667,0.67,"Wyoming"
"2018","January-March",6.83,-13.5,0.276666666666667,1.17333333333333,-3.57,"Wyoming"
"2018","April-June",24.06,-3.22,0.266666666666667,2.21,10.56,"Wyoming"
"2018","July-September",28.22,4.94,-0.19,0.873333333333333,17.06,"Wyoming"
"2018","October-December",11.83,-11.67,-0.51,1.11666666666667,-0.91,"Wyoming"
"2019","January-March",3.89,-14.28,0.0266666666666666,1.19,-5.59,"Wyoming"
"2019","April-June",21.72,-1.44,1.35666666666667,2.46333333333333,8.61,"Wyoming"
"2019","July-September",27.22,5.89,2.03666666666667,1.43333333333333,16.96,"Wyoming"
"2019","October-December",8.61,-10.39,2.56333333333333,1.02666666666667,-1.59,"Wyoming"
"2020","January-March",6.89,-13,2.39666666666667,1.08666666666667,-3.5,"Wyoming"
"2020","April-June",23.5,-4.61,-0.47,1.41333333333333,9.56,"Wyoming"
"2020","July-September",29.33,3.89,-2.18666666666667,0.603333333333333,17.37,"Wyoming"
"2020","October-December",13.11,-10.61,-2.77666666666667,0.803333333333333,0.52,"Wyoming"
"2021","January-March",7,-14,-3.49333333333333,1.09,-4.26,"Wyoming"
"2021","April-June",27.33,-4.17,-4.43666666666667,1.25666666666667,10.3,"Wyoming"
"2021","July-September",29.89,5.39,-5.77,1.14,17.83,"Wyoming"
"2021","October-December",13.17,-9.06,-4.51333333333333,1.31,1.96,"Wyoming"
"2022","January-March",7.22,-13.22,-4.69333333333333,0.726666666666667,-3.76,"Wyoming"
"2022","April-June",23.28,-5,-4.29,1.88333333333333,8.44,"Wyoming"
